"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"38",0.001,10,1,1,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"39",0.001,10,1,5,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"40",0.001,10,2,0,0.0683078287868707,0.0720780660900421,0.0727434020847195,0.0676424927921934,0.0798403193612774
"41",0.001,10,2,1,0.0317143490796185,0.0314925704147261,0.03548458638279,0.0275005544466622,0.0379241516966068
"42",0.001,10,2,5,0.0255045464626303,0.0290530051009093,0.0279441117764471,0.0217343091594589,0.033488578398758
"43",0.001,10,3,0,0.11465956974939,0.120647593701486,0.127300953648259,0.125304945664227,0.127079174983367
"44",0.001,10,3,1,0.0221778664892437,0.0255045464626303,0.0237303171434908,0.0181858505211799,0.0252827677977379
"45",0.001,10,3,5,0.00443557329784875,0.00643158128188068,0.00554446662231093,0.003548458638279,0.00576624528720337
"46",0.01,0.001,1,0,0.293856730982479,0.310490130849412,0.308272344200488,0.331559104014194,0.341317365269461
"47",0.01,0.001,1,1,0.293856730982479,0.310490130849412,0.308272344200488,0.331559104014194,0.341317365269461
"48",0.01,0.001,1,5,0.293856730982479,0.310490130849412,0.308272344200488,0.331559104014194,0.341317365269461
"49",0.01,0.001,2,0,0.419161676646707,0.425149700598802,0.437791084497671,0.420048791306276,0.433577289864715
"50",0.01,0.001,2,1,0.158128188068308,0.154579729430029,0.161676646706587,0.160345974717232,0.172322022621424
"51",0.01,0.001,2,5,0.0907074739410069,0.0924817032601464,0.0878243512974052,0.0907074739410069,0.0944777112441783
"52",0.01,0.001,3,0,0.401197604790419,0.400975826125527,0.410734087380794,0.396318474162786,0.411399423375471
"53",0.01,0.001,3,1,0.118651585717454,0.120647593701486,0.124196052339765,0.117986249722777,0.117986249722777
"54",0.01,0.001,3,5,0.063872255489022,0.0665335994677312,0.0636504768241295,0.06187624750499,0.0722998447549346
"55",0.01,0.01,1,0,0.0878243512974052,0.0895985806165447,0.0873807939676203,0.0880461299622976,0.0929252605899313
"56",0.01,0.01,1,1,0.0878243512974052,0.0895985806165447,0.0873807939676203,0.0880461299622976,0.0929252605899313
"57",0.01,0.01,1,5,0.0878243512974052,0.0895985806165447,0.0873807939676203,0.0880461299622976,0.0929252605899313
"58",0.01,0.01,2,0,0.129518740297183,0.128409846972721,0.135950321579064,0.137059214903526,0.143490796185407
"59",0.01,0.01,2,1,0.0747394100687514,0.0774007540474606,0.0756265247283211,0.0771789753825682,0.0840541139942338
"60",0.01,0.01,2,5,0.0627633621645598,0.0647593701485917,0.06187624750499,0.0634286981592371,0.0667553781326236
"61",0.01,0.01,3,0,0.11465956974939,0.120647593701486,0.127300953648259,0.125304945664227,0.127079174983367
"62",0.01,0.01,3,1,0.0640940341539144,0.0676424927921934,0.0647593701485917,0.060323796850743,0.0742958527389665
"63",0.01,0.01,3,5,0.0365934797072522,0.0321579064094034,0.0374805943668219,0.028387669106232,0.039033045021069
"64",0.01,0.1,1,0,0.0636504768241295,0.0649811488134841,0.0643158128188068,0.0632069194943446,0.0700820581060102
"65",0.01,0.1,1,1,0.0636504768241295,0.0649811488134841,0.0643158128188068,0.0632069194943446,0.0700820581060102
"66",0.01,0.1,1,5,0.0636504768241295,0.0649811488134841,0.0643158128188068,0.0632069194943446,0.0700820581060102
"67",0.01,0.1,2,0,0.0683078287868707,0.0720780660900421,0.0727434020847195,0.0676424927921934,0.0798403193612774
"68",0.01,0.1,2,1,0.0474606342869816,0.0452428476380572,0.047682412951874,0.0467952982923043,0.0561100022177866
"69",0.01,0.1,2,5,0.0396983810157463,0.0352628077178975,0.0392548236859614,0.0326014637391883,0.0423597249944555
"70",0.01,0.1,3,0,0.0550011088933245,0.054779330228432,0.0572188955422488,0.0507873142603682,0.0605455755156354
"71",0.01,0.1,3,1,0.0188511865158572,0.0235085384785984,0.0239520958083832,0.0157462852073631,0.0206254158349967
"72",0.01,0.1,3,5,0.00221778664892437,0.00399201596806387,0.00332667997338656,0.00332667997338656,0.00377023730317144
"73",0.01,1,1,0,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"74",0.01,1,1,1,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"75",0.01,1,1,5,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"76",0.01,1,2,0,0.0146373918829009,0.0159680638722555,0.0170769571967177,0.0128631625637614,0.0126413838988689
"77",0.01,1,2,1,0.00975826125526724,0.0133067198935462,0.0121978265690841,0.00754047460634287,0.00909292526058993
"78",0.01,1,2,5,0.00975826125526724,0.0108671545797294,0.00998003992015968,0.00754047460634287,0.00754047460634287
"79",0.01,1,3,0,0.003548458638279,0.00443557329784875,0.00399201596806387,0.00487913062763362,0.00465735196274118
"80",0.01,1,3,1,0,0.000221778664892437,0,0,0
"81",0.01,1,3,5,0,0,0,0,0
"82",0.01,10,1,0,0.0279441117764471,0.0328232424040807,0.0314925704147261,0.0259481037924152,0.0377023730317144
"83",0.01,10,1,1,0.0279441117764471,0.0328232424040807,0.0314925704147261,0.0259481037924152,0.0377023730317144
"84",0.01,10,1,5,0.0279441117764471,0.0328232424040807,0.0314925704147261,0.0259481037924152,0.0377023730317144
"85",0.01,10,2,0,0,0,0,0,0
"86",0.01,10,2,1,0,0,0,0,0
"87",0.01,10,2,5,0,0,0,0,0
"88",0.01,10,3,0,0,0,0,0,0
"89",0.01,10,3,1,0,0,0,0,0
"90",0.01,10,3,5,0,0,0,0,0
"91",0.1,0.001,1,0,0.0878243512974052,0.0895985806165447,0.0873807939676203,0.0880461299622976,0.0929252605899313
"92",0.1,0.001,1,1,0.0878243512974052,0.0895985806165447,0.0873807939676203,0.0880461299622976,0.0929252605899313
"93",0.1,0.001,1,5,0.0878243512974052,0.0895985806165447,0.0873807939676203,0.0880461299622976,0.0929252605899313
"94",0.1,0.001,2,0,0.0683078287868707,0.0720780660900421,0.0727434020847195,0.0676424927921934,0.0798403193612774
"95",0.1,0.001,2,1,0.0578842315369262,0.0574406742071413,0.0596584608560656,0.0543357728986471,0.0685296074517631
"96",0.1,0.001,2,5,0.0499001996007984,0.051230871590153,0.0525615435795077,0.0479041916167665,0.0585495675316035
"97",0.1,0.001,3,0,0.003548458638279,0.00443557329784875,0.00399201596806387,0.00487913062763362,0.00465735196274118
"98",0.1,0.001,3,1,0.00155245065424706,0.00266134397870925,0.00221778664892437,0.00310490130849412,0.00155245065424706
"99",0.1,0.001,3,5,0.000221778664892437,0.000443557329784875,0,0.000221778664892437,0.000443557329784875
"100",0.1,0.01,1,0,0.0636504768241295,0.0649811488134841,0.0643158128188068,0.0632069194943446,0.0700820581060102
"101",0.1,0.01,1,1,0.0636504768241295,0.0649811488134841,0.0643158128188068,0.0632069194943446,0.0700820581060102
"102",0.1,0.01,1,5,0.0636504768241295,0.0649811488134841,0.0643158128188068,0.0632069194943446,0.0700820581060102
"103",0.1,0.01,2,0,0.0146373918829009,0.0159680638722555,0.0170769571967177,0.0128631625637614,0.0126413838988689
"104",0.1,0.01,2,1,0.0128631625637614,0.0139720558882236,0.014193834553116,0.0104235972499446,0.0110889332446219
"105",0.1,0.01,2,5,0.0110889332446219,0.0135284985584387,0.0130849412286538,0.00931470392548237,0.00931470392548237
"106",0.1,0.01,3,0,0,0,0,0,0
"107",0.1,0.01,3,1,0,0,0,0,0
"108",0.1,0.01,3,5,0,0,0,0,0
"109",0.1,0.1,1,0,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"110",0.1,0.1,1,1,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"111",0.1,0.1,1,5,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"112",0.1,0.1,2,0,0,0,0,0,0
"113",0.1,0.1,2,1,0,0,0,0,0
"114",0.1,0.1,2,5,0,0,0,0,0
"115",0.1,0.1,3,0,0,0,0,0,0
"116",0.1,0.1,3,1,0,0,0,0,0
"117",0.1,0.1,3,5,0,0,0,0,0
"118",0.1,1,1,0,0.0279441117764471,0.0328232424040807,0.0314925704147261,0.0259481037924152,0.0377023730317144
"119",0.1,1,1,1,0.0279441117764471,0.0328232424040807,0.0314925704147261,0.0259481037924152,0.0377023730317144
"120",0.1,1,1,5,0.0279441117764471,0.0328232424040807,0.0314925704147261,0.0259481037924152,0.0377023730317144
"121",0.1,1,2,0,0,0,0,0,0
"122",0.1,1,2,1,0,0,0,0,0
"123",0.1,1,2,5,0,0,0,0,0
"124",0.1,1,3,0,0,0,0,0,0
"125",0.1,1,3,1,0,0,0,0,0
"126",0.1,1,3,5,0,0,0,0,0
"127",0.1,10,1,0,0.021290751829674,0.0252827677977379,0.0226214238190286,0.0144156132180084,0.0241738744732757
"128",0.1,10,1,1,0.021290751829674,0.0257263251275227,0.022843202483921,0.0144156132180084,0.0241738744732757
"129",0.1,10,1,5,0.021290751829674,0.0252827677977379,0.022843202483921,0.0144156132180084,0.0241738744732757
"130",0.1,10,2,0,0,0,0,0,0
"131",0.1,10,2,1,0,0,0,0,0
"132",0.1,10,2,5,0,0,0,0,0
"133",0.1,10,3,0,0,0,0,0,0
"134",0.1,10,3,1,0,0,0,0,0
"135",0.1,10,3,5,0,0,0,0,0
"136",1,0.001,1,0,0.0636504768241295,0.0649811488134841,0.0643158128188068,0.0632069194943446,0.0700820581060102
"137",1,0.001,1,1,0.0636504768241295,0.0649811488134841,0.0643158128188068,0.0632069194943446,0.0700820581060102
"138",1,0.001,1,5,0.0636504768241295,0.0649811488134841,0.0643158128188068,0.0632069194943446,0.0700820581060102
"139",1,0.001,2,0,0,0,0,0,0
"140",1,0.001,2,1,0,0,0,0,0
"141",1,0.001,2,5,0,0,0,0,0
"142",1,0.001,3,0,0,0,0,0,0
"143",1,0.001,3,1,0,0,0,0,0
"144",1,0.001,3,5,0,0,0,0,0
"145",1,0.01,1,0,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"146",1,0.01,1,1,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"147",1,0.01,1,5,0.0454646263029497,0.0470170769571967,0.0445775116433799,0.0416943889997782,0.0536704369039698
"148",1,0.01,2,0,0,0,0,0,0
"149",1,0.01,2,1,0,0,0,0,0
"150",1,0.01,2,5,0,0,0,0,0
"151",1,0.01,3,0,0,0,0,0,0
"152",1,0.01,3,1,0,0,0,0,0
"153",1,0.01,3,5,0,0,0,0,0
"154",1,0.1,1,0,0.0279441117764471,0.0328232424040807,0.0314925704147261,0.0259481037924152,0.0377023730317144
"155",1,0.1,1,1,0.0279441117764471,0.0328232424040807,0.0314925704147261,0.0259481037924152,0.0377023730317144
"156",1,0.1,1,5,0.0279441117764471,0.0328232424040807,0.0314925704147261,0.0259481037924152,0.0377023730317144
"157",1,0.1,2,0,0,0,0,0,0
"158",1,0.1,2,1,0,0,0,0,0
"159",1,0.1,2,5,0,0,0,0,0
"160",1,0.1,3,0,0,0,0,0,0
"161",1,0.1,3,1,0,0,0,0,0
"162",1,0.1,3,5,0,0,0,0,0
"163",1,1,1,0,0.021290751829674,0.0257263251275227,0.022843202483921,0.0144156132180084,0.0241738744732757
"164",1,1,1,1,0.021290751829674,0.0257263251275227,0.022843202483921,0.0144156132180084,0.0241738744732757
"165",1,1,1,5,0.021290751829674,0.0257263251275227,0.022843202483921,0.0144156132180084,0.0241738744732757
"166",1,1,2,0,0,0,0,0,0
"167",1,1,2,1,0,0,0,0,0
"168",1,1,2,5,0,0,0,0,0
"169",1,1,3,0,0,0,0,0,0
"170",1,1,3,1,0,0,0,0,0
"171",1,1,3,5,0,0,0,0,0
"172",1,10,1,0,0.0159680638722555,0.0221778664892437,0.0197383011754269,0.00798403193612774,0.0208471944998891
"173",1,10,1,1,0.0159680638722555,0.0221778664892437,0.0197383011754269,0.00798403193612774,0.0208471944998891
"174",1,10,1,5,0.0159680638722555,0.0221778664892437,0.0197383011754269,0.00798403193612774,0.0208471944998891
"175",1,10,2,0,0,0,0,0,0
"176",1,10,2,1,0,0,0,0,0
"177",1,10,2,5,0,0,0,0,0
"178",1,10,3,0,0,0,0,0,0
"179",1,10,3,1,0,0,0,0,0
"180",1,10,3,5,0,0,0,0,0
