"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1.4142135623731,0,4.31011265479647,17.0341074607674,4.21386205458806,17.4264695623119,16.9236811762176,17.08085834118,17.1993558960146,4.60441622229445,17.9342670589415,16.9986124690128
"2",1.4142135623731,0.0316227766016838,17.6852203912639,17.0341094528598,16.2255625709039,17.426506319286,4.39149573401413,44.9744550421013,15.4818280608123,5.98189616648151,17.9342586506681,16.9986278155115
"3",1.4142135623731,0.1,4.3987179533924,14.587163386488,4.34364453917646,4.67013888881698,4.40351970184632,4.37936632044929,5.55230219263392,4.6134014974581,12.8433969756711,4.2895792835877
"4",1.4142135623731,0.316227766016838,4.41456942252622,4.43479713097296,4.44252898570135,4.2974147391347,4.49362855396229,4.71037964639064,4.40051999390907,4.72108821653545,4.52976663456695,4.45963193808363
"5",1.4142135623731,1,5.55579257788817,6.6733435419581,4.53378066407322,5.38685792525702,5.04814192832262,5.30547827895818,4.86370462051618,6.07639475902745,5.94220497717842,5.66072854376535
"6",2,0,17.6852351398377,17.0341074808802,16.2255851090675,17.4264695682149,4.34109932183957,17.080858345126,4.37656301264797,12.4059377714286,17.9342670872252,16.9986124690133
"7",2,0.0316227766016838,17.6852462420112,17.0340917328287,16.2255395876728,17.4266165510601,16.9235902878821,17.0808868236556,12.8638600240364,18.4837213812405,17.9342629261599,16.9985715853121
"8",2,0.1,4.54562352702099,14.4324617981918,4.61389466543035,9.84224404204431,5.73883075895051,4.82509584270276,5.21144863716906,5.84490037122029,5.14823260091547,9.1290172629021
"9",2,0.316227766016838,4.76755820771627,8.61100562110949,5.78896556949557,5.27408724898034,4.87156674642093,6.63520966512461,4.68478073915521,6.17259343195218,5.84835240839565,6.11461459713797
"10",2,1,4.67452529973832,4.83090644517948,4.52197087704942,5.44263093130797,4.76821781641821,4.65148312371276,4.86614920327558,5.07980391766295,4.74465240285415,4.98864040877854
"11",2.44948974278318,0,17.6852351389617,4.41437189663874,16.2255851021063,17.4264695682143,4.34112277060203,17.0808583346915,4.37655284190379,17.0346098903436,4.41685053445442,16.9986124690125
"12",2.44948974278318,0.0316227766016838,25.8259594010521,17.0340828615544,16.2255535802723,17.4264470267465,16.9236076002035,17.0808996694407,17.1993159399931,17.0345760385315,5.43049539372163,16.9986527671679
"13",2.44948974278318,0.1,14.9733165378241,15.541352237478,11.678609312037,10.9972771956356,5.65268515905642,6.58406065956783,7.55074322372278,5.9828157054571,10.2132825566176,13.4737053086695
"14",2.44948974278318,0.316227766016838,7.20746270310853,5.72663602544224,5.49263802716663,5.26037118003027,6.09737211376942,4.72502050862704,5.4568486724779,5.62707000929722,5.09869475668301,5.39931790451589
"15",2.44948974278318,1,4.85756435331832,6.07905119040223,4.69672788481996,6.86000111020787,5.10866613336382,6.36212493360004,4.89866204935265,5.17473518647345,4.92078819102029,4.79467832670695
"16",2.82842712474619,0,4.31011238892951,17.034107477188,16.2255851091568,17.4264695698603,16.9236811721609,17.0808583866449,4.37657218666269,17.0346098821425,4.41683874036579,16.9986124688177
"17",2.82842712474619,0.0316227766016838,9.16671276640801,17.0340586481437,16.2255543255589,17.4266009097854,12.0446643978393,7.08381433077473,13.2455920848326,12.456499777374,9.13492542934413,11.4814707393344
"18",2.82842712474619,0.1,8.72267856782543,11.3894880281574,12.621008171524,8.63871170799357,7.24008664168459,10.4329706526952,8.51383672973528,9.12055249801658,7.54831226543829,8.20454747650079
"19",2.82842712474619,0.316227766016838,8.51254761160006,5.22374820510237,5.93662888033579,6.60555882185498,5.53687962611094,9.94393372505413,6.00813354839042,6.37346903216699,6.73110479483075,5.79821719325219
"20",2.82842712474619,1,4.94614476165588,6.0700372336837,5.09002651789676,5.49024646253869,4.79154271659949,5.97020888402025,4.79506801612721,5.25485765070242,5.24869320900261,4.79928684233303
